0.965226088,0.776052989,0.983758153,0.799293311
0.9634289,0.723054158,0.990853226,0.801956311
0.953873197,0.689690816,0.983125019,0.748811724
0.961058916,0.664591158,0.991094971,0.758454742
0.961186204,0.667281315,0.991566571,0.763100942
0.958016123,0.678633703,0.988141443,0.758839197
0.959016244,0.671132927,0.987968967,0.749550884
0.953439811,0.733770122,0.974118864,0.730591846
0.962389381,0.725290752,0.9832992,0.757617188
0.964841193,0.700655472,0.988533837,0.766367939
0.959237483,0.695081079,0.985210754,0.753274388
0.958446478,0.745665146,0.97855508,0.756027687
0.957676688,0.672215506,0.988609377,0.756431499
0.965174567,0.762979346,0.98295981,0.779861683
0.959082919,0.801812484,0.971205761,0.737176118
0.965195781,0.716155886,0.989912349,0.787938102
0.95954055,0.728206233,0.980867769,0.752383425
0.964459328,0.744224296,0.983411012,0.768428744
0.973927143,0.836103906,0.986394086,0.841778088
0.965226088,0.802307851,0.978157968,0.772386431
0.961522154,0.726745257,0.984387211,0.767013513
